Height,Weight
168.72700594236812,51.57145928433671
197.5357153204958,81.82052056318902
186.59969709057026,65.71779905381634
179.93292420985182,75.42853455823514
157.80093202212183,95.37832369630465
157.79972601681013,62.464611457443745
152.90418060840997,70.51914615178148
193.30880728874675,87.77755692715243
180.05575058716045,61.43990827458112
185.4036288898023,53.84899549143965
151.02922471479013,64.4875726456884
198.4954926080997,58.06106436270022
191.62213204002109,96.48488261712865
160.6169555339138,90.40601897822086
159.09124836035502,81.67018782552117
159.1702254926717,93.57302950938589
165.21211214797688,90.18360384495573
176.23782158161188,59.32850294430179
171.5972509321058,94.62794992449889
164.56145700990209,76.96711209578254
180.59264473611898,90.37200775820313
156.9746930326021,94.80456499617466
164.6072324267609,65.90017374859319
168.31809216468457,55.50259622638384
172.80349921085178,61.39675812709709
189.25879806965068,71.35538943131282
159.983689107918,90.90073829612466
175.7117219206806,93.03652916281717
179.6207284431021,50.34760652655954
152.3225206359999,75.53736512887829
180.37724259507192,70.87055015743894
158.52620618436458,61.105390523536514
153.25257964926396,55.99326836668414
197.44427686266667,66.8807585701814
198.28160165372796,97.14548519562595
190.41986740582306,66.16014660103777
165.23068845866854,75.9395310871683
154.8836057003192,85.15094794475888
184.21165132560785,68.1814801189647
172.00762468698008,98.58910413604804
156.10191174223894,98.12236474710556
174.7588455055635,62.58911479126821
151.71942605576092,74.86242529461927
195.46602010393912,65.04391549083849
162.93899908000085,64.24202471887338
183.1261142176991,51.84434736772664
165.58555380447055,80.47821669899484
176.00340105889055,75.13395116144308
177.335513967164,52.57393756249947
159.24272277627637,63.93232321183057
198.47923138822793,95.41329429833269
188.75664116805572,61.978094533348624
196.97494707820945,57.24474360456115
194.74136752138244,74.47263801387815
179.89499894055425,99.28252270553003
196.09371175115584,62.10276357557502
154.42462510259597,83.60677737029393
159.79914312095727,88.08098076643589
152.2613644455269,61.881877199619986
166.26651653816322,86.41081743059297
169.4338644844741,68.38915663596266
163.5674515886948,81.61529152967897
191.43687545759647,81.67648553804473
167.83766633467945,76.78873420373793
164.04672548436903,54.51448850272041
177.1348041579124,91.7651247794619
157.04621124873813,66.0390032485868
190.109849037702,59.32592551999271
153.72753218398853,52.0387570777382
199.34434683002587,79.5446471594121
188.61223846483287,83.87821809211411
159.93578407670861,50.829391446392805
150.27610585618012,75.60465291496405
190.7730714227417,61.3247887598969
185.34286719238085,82.25863952047249
186.45035840204937,58.718321450249576
188.56351733429727,84.5468869051233
153.70223258670453,69.33676731502686
167.92328642721364,96.83649943683673
155.79345297625648,56.87604720729966
193.1551712937797,67.05331755251292
181.1649063413779,55.67367606202946
166.54490124263245,96.23468091392814
153.17791751430119,93.86696766904905
165.5491160857831,62.89708138575778
166.25916610133734,82.99920230170895
186.4803089169032,90.8611100100608
181.87787356776064,77.76004057997312
194.36063712881634,76.48252891780032
173.61074625809746,62.092614545022585
155.9797122969151,54.65513839029496
185.66223936114974,94.86078789766634
188.03925243084487,95.02090285816652
178.0638598784748,81.65507286366339
188.54835899772806,66.95148955243504
174.68977981821953,67.46047873063304
176.13664146909971,86.29778394351197
171.37705091792748,94.85551299762886
151.27095633720475,94.35432121325587
155.39457134966523,88.99377729288119
